Chromosome,Start,End,RepeatType,strand,Length
1,172833,172913,MIRb,-1,80
1,174382,174517,AluSx,1,135
1,174382,174686,trf,0,304
1,174382,174517,AluSx,1,135
1,174518,174820,AluSp,1,302
1,174518,174820,AluSp,1,302
1,174800,174820,dust,0,20
1,174821,174922,AluSx,1,101
1,174821,174922,AluSx,1,101
1,174903,174933,dust,0,30
1,174903,174933,trf,0,30
1,174925,174957,A-rich,1,32
1,175166,175478,AluSx,1,312
1,175166,175478,AluSx,1,312
1,175447,175479,dust,0,32
1,175447,175482,trf,0,35
1,175450,175478,trf,0,28
1,175597,175891,AluSp,-1,294
1,175597,175891,AluSp,-1,294
1,175599,175611,dust,0,12
1,175915,176231,AluSx1,1,316
1,175915,176248,AluSx,1,333
1,176201,176291,dust,0,90
1,176203,176231,trf,0,28
1,176379,176445,MIRb,-1,66
1,176379,176445,MIRb,-1,66
1,177301,177329,AT_rich,1,28
1,178196,178203,dust,0,7
1,178267,178275,dust,0,8
1,178291,178336,dust,0,45
1,178515,178573,dust,0,58
1,178522,178556,(TCTA)n,1,34
1,178685,178904,MER58A,1,219
1,178685,178904,MER58A,1,219
1,178987,179306,L2c,1,319
1,178987,179306,L2c,1,319
1,179625,179815,MIRb,1,190
1,179625,179815,MIRb,1,190
1,180088,180335,dust,0,247
1,180089,180998,trf,0,909
1,180089,180266,(CCCTAA)n,1,177
1,180289,180723,(CCCTAA)n,1,434
1,180371,180998,dust,0,627
1,180749,180998,(CCCTAA)n,1,249
1,180994,181980,TAR1,-1,986
1,180999,181980,TAR1,-1,981
1,181146,181329,dust,0,183
1,181147,181340,trf,0,193
1,181325,181434,trf,0,109
1,181523,181540,dust,0,17
1,181578,181600,dust,0,22
1,181687,181967,trf,0,280
1,181745,181981,trf,0,236
1,182024,182194,L1MC5a,-1,170
1,182024,182194,L1MC5a,-1,170
1,182197,182299,MER5B,-1,102
1,182197,182299,MER5B,-1,102
1,185786,185876,MIR3,-1,90
1,185786,185876,MIR3,-1,90
1,186313,186363,CT-rich,1,50
1,186885,186981,Charlie15a,-1,96
1,186885,186981,Charlie15a,-1,96
1,187235,187266,dust,0,31
1,187235,187271,(TGG)n,1,36
1,189430,189571,L2a,1,141
1,189430,189571,L2a,1,141
1,189829,189966,trf,0,137
1,190495,190928,L3,1,433
1,190495,190928,L3,1,433
1,191054,191252,Plat_L3,1,198
1,191054,191252,Plat_L3,1,198
1,192474,192599,MLT1K,1,125
1,192474,192599,MLT1K,1,125
1,193650,193865,MIR,-1,215
1,193650,193865,MIR,-1,215
1,194331,194563,L2a,1,232
1,194331,194563,L2a,1,232
1,194590,194726,MIR,1,136
1,194590,194726,MIR,1,136
1,194783,194973,L2a,1,190
1,194783,194973,L2a,1,190
1,196883,196934,MIR1_Amn,1,51
1,196883,196934,MIR1_Amn,1,51
1,197096,197166,L2c,-1,70
1,197096,197166,L2c,-1,70
1,197313,197576,AluSp,1,263
1,197313,197576,AluSp,1,263
1,197578,197644,L2c,-1,66
1,197578,197644,L2c,-1,66
1,197791,198040,MER33,1,249
1,197791,198040,MER33,1,249
1,198355,198532,MIRc,-1,177
1,198355,198532,MIRc,-1,177
1,198669,198820,MIR,-1,151
1,198669,198820,MIR,-1,151
1,198930,198937,dust,0,7
1,199108,199119,dust,0,11
1,199735,199798,dust,0,63
1,199863,199960,trf,0,97
1,200247,200302,dust,0,55
1,200409,200714,L1MB3,1,305
1,200409,200714,L1MB3,1,305
1,200731,200778,dust,0,47
1,200857,201046,MER53,-1,189
1,200857,201046,MER53,-1,189
1,201208,201362,MLT1A,1,154
1,201208,201362,MLT1A,1,154
1,201369,201479,dust,0,110
1,201369,201483,trf,0,114
1,201369,201472,(TC)n,1,103
1,201473,201651,MLT1A,1,178
1,201473,201651,MLT1A,1,178
1,201813,201955,MIRc,1,142
1,201813,201955,MIRc,1,142
1,201956,202252,AluJo,1,296
1,201956,202252,AluJo,1,296
1,202240,202252,dust,0,12
1,202253,202273,MIRc,1,20
1,202253,202273,MIRc,1,20
1,203361,203557,MIR,1,196
1,203361,203557,MIR,1,196
1,203568,203976,L1MB5,1,408
1,203568,203976,L1MB5,1,408
1,203970,203982,dust,0,12
1,203984,204027,AluYc,1,43
1,203984,204027,AluYc,1,43
1,204039,204057,dust,0,18
1,204045,204557,L1PA6,-1,512
1,204045,204557,L1PA6,-1,512
1,204564,204624,L1P1,1,60
1,204564,204624,L1P1,1,60
1,204720,204862,MLT1L,-1,142
1,204720,204862,MLT1L,-1,142
1,204967,205076,L2c,-1,109
1,204967,205076,L2c,-1,109
1,205081,205453,MLT1J2,-1,372
1,205081,205453,MLT1J2,-1,372
1,205733,205881,MIRb,-1,148
1,205733,205881,MIRb,-1,148
1,205883,206015,AluJr,1,132
1,205883,206015,AluJr,1,132
1,206000,206025,dust,0,25
1,206000,206023,trf,0,23
1,206868,206883,dust,0,15
1,207563,207666,Charlie5,1,103
1,207563,207666,Charlie5,1,103
1,207667,257666,dust,0,49999
1,257667,258054,trf,0,387
1,257678,257745,MLT2B3,-1,67
1,257678,257745,MLT2B3,-1,67
1,257771,257838,MLT2B3,-1,67
1,257771,257838,MLT2B3,-1,67
1,257864,257931,MLT2B3,-1,67
1,257864,257931,MLT2B3,-1,67
1,257957,258024,MLT2B3,-1,67
1,257957,258024,MLT2B3,-1,67
1,258028,258474,MER31-int,1,446
1,258028,258474,MER31-int,1,446
1,258504,258511,dust,0,7
1,259038,259589,MER92-int,1,551
1,259038,259589,MER92-int,1,551
1,259604,259773,MER92-int,1,169
1,259604,259773,MER92-int,1,169
1,259774,260073,AluY,1,299
1,259774,260074,AluY,1,300
1,260054,260074,trf,0,20
1,260074,260100,MER92-int,1,26
1,260075,260100,MER92-int,1,25
1,260105,260296,AluJb,1,191
1,260105,260296,AluJb,1,191
1,260289,260296,dust,0,7
1,260308,260409,MER92-int,1,101
1,260308,260409,MER92-int,1,101
1,260450,260534,MER34A,1,84
1,260450,260534,MER34A,1,84
1,260537,260945,L1MC3,1,408
1,260537,260945,L1MC3,1,408
1,260946,261385,MSTA1,1,439
1,260946,261385,MSTA1,1,439
1,261386,262746,L1MC3,1,1360
1,261386,262746,L1MC3,1,1360
1,261932,261976,dust,0,44
1,262684,262694,dust,0,10
1,263620,264060,MER4A1,1,440
1,263620,264060,MER4A1,1,440
1,264822,264940,(CCCTAA)n,1,118
1,265187,265582,MLT1I,1,395
1,265187,265582,MLT1I,1,395
1,265292,265300,dust,0,8
1,265586,265657,L2b,-1,71
1,265586,265657,L2b,-1,71
1,266095,266276,L1M5,-1,181
1,266095,266276,L1M5,-1,181
1,266352,266405,dust,0,53
1,266672,267153,MLT1H2,1,481
1,266672,267153,MLT1H2,1,481
1,266861,267015,trf,0,154
1,267498,267793,AluY,1,295
1,267498,267793,AluY,1,295
1,267778,267793,dust,0,15
1,268184,268253,MER4D1,-1,69
1,268184,268253,MER4D1,-1,69
1,268254,268402,MER4A,1,148
1,268254,268402,MER4A,1,148
1,268399,268672,MER4CL34,1,273
1,268399,268672,MER4CL34,1,273
1,268690,268968,MER4D1,-1,278
1,268690,268968,MER4D1,-1,278
1,268786,268819,trf,0,33
1,269129,269360,MIR,1,231
1,269129,269360,MIR,1,231
1,269240,269254,dust,0,14
1,269736,269998,L5,1,262
1,269736,269998,L5,1,262
1,270306,270608,AluSc,-1,302
1,270306,270330,dust,0,24
1,270306,270608,AluSc,-1,302
1,270308,270330,trf,0,22
1,270655,270932,L2,1,277
1,270655,270932,L2,1,277
1,271102,271393,MLT1H,-1,291
1,271102,271393,MLT1H,-1,291
1,271386,271429,dust,0,43
1,271387,271429,trf,0,42
1,271392,271429,trf,0,37
1,271402,271664,AluY,-1,262
1,271402,271664,AluY,-1,262
1,271579,271603,dust,0,24
1,272123,272153,(CAA)n,1,30
1,272196,272277,L1ME4a,-1,81
1,272196,272277,L1ME4a,-1,81
1,273585,273652,dust,0,67
1,273598,273652,(TG)n,1,54
1,274273,274280,dust,0,7
1,274386,274515,MLT1I,1,129
1,274386,274515,MLT1I,1,129
1,274608,274669,MLT1I,1,61
1,274608,274669,MLT1I,1,61
1,275583,275679,dust,0,96
1,275584,275614,(TTTA)n,1,30
1,275604,275679,trf,0,75
1,275612,275675,trf,0,63
1,275615,275649,T-rich,1,34
1,275650,275960,AluSg4,-1,310
1,275650,275960,AluSg4,-1,310
1,276287,276359,L3,1,72
1,276287,276359,L3,1,72
1,276448,276855,MamRep605,-1,407
1,276448,276855,MamRep605,-1,407
1,276907,276984,MamRep605,-1,77
1,276907,276984,MamRep605,-1,77
1,277622,277918,AluSz,1,296
1,277622,277918,AluSz,1,296
1,277902,277914,dust,0,12
1,277970,278255,AluJr,1,285
1,277970,278255,AluJr,1,285
1,278241,278255,dust,0,14
1,278284,278386,L1M5,1,102
1,278284,278386,L1M5,1,102
1,278387,278687,AluSx,1,300
1,278387,278687,AluSx,1,300
1,278675,278717,trf,0,42
1,278688,278759,L1M5,1,71
1,278688,278759,L1M5,1,71
1,279113,279345,MIRb,-1,232
1,279113,279345,MIRb,-1,232
1,279348,279541,L3,1,193
1,279348,279541,L3,1,193
1,279525,279534,dust,0,9
1,279542,279848,AluSx3,1,306
1,279542,279846,AluSx3,1,304
1,279821,279853,dust,0,32
1,279823,279846,trf,0,23
1,279847,279923,L3,1,76
1,279849,279923,L3,1,74
1,279941,280032,LTR33,-1,91
1,279941,280033,LTR33,-1,92
1,280034,280182,MSTB1,1,148
1,280034,280182,MSTB1,1,148
1,280183,280475,AluSq,-1,292
1,280183,280196,dust,0,13
1,280183,280475,AluSq,-1,292
1,280476,280731,MSTB1,1,255
1,280476,280726,MSTB1,1,250
1,280727,280760,dust,0,33
1,280727,280760,trf,0,33
1,280727,280763,(CA)n,1,36
1,280764,280779,MSTB1,1,15
1,280780,280818,LTR33,-1,38
1,280902,281070,LTR33,-1,168
1,280902,281070,LTR33,-1,168
1,281082,281640,L3,1,558
1,281082,281640,L3,1,558
1,282173,282191,dust,0,18
1,282193,282306,L1ME4a,1,113
1,282193,282306,L1ME4a,1,113
1,282994,283095,MER5B,-1,101
1,282994,283095,MER5B,-1,101
1,283493,283515,dust,0,22
1,284045,284337,MLT1C,1,292
1,284045,284337,MLT1C,1,292
1,284347,284433,MIRb,-1,86
1,284347,284433,MIRb,-1,86
1,284432,284893,L2a,1,461
1,284432,284893,L2a,1,461
1,284894,285131,AluJb,1,237
1,284894,285131,AluJb,1,237
1,285009,285033,trf,0,24
1,285110,285131,dust,0,21
1,285110,285131,trf,0,21
1,285132,285250,L2a,1,118
1,285132,285250,L2a,1,118
1,285880,285907,AT_rich,1,27
1,286113,286177,MER4-int,1,64
1,286135,286178,dust,0,43
1,286135,286178,trf,0,43
1,286135,286178,trf,0,43
1,286135,286178,(TG)n,1,43
1,286336,286377,dust,0,41
1,286339,286377,(CATATA)n,1,38
1,286400,286573,FAM,-1,173
1,286400,286573,FAM,-1,173
1,286650,287508,L1PA14,1,858
1,286650,287508,L1PA14,1,858
1,286754,286762,dust,0,8
1,287487,287520,dust,0,33
1,287567,287613,MIR,-1,46
1,287567,287613,MIR,-1,46
1,287645,287950,AluSq2,1,305
1,287645,287950,AluSq2,1,305
1,287931,287950,dust,0,19
1,288004,288054,trf,0,50
1,288450,288519,L2a,1,69
1,288450,288519,L2a,1,69
1,288611,289148,L2b,1,537
1,288611,289148,L2b,1,537
1,290258,290667,MLT1F2,1,409
1,290258,290667,MLT1F2,1,409
1,290426,290470,dust,0,44
1,290755,291083,L1ME3E,1,328
1,290755,291083,L1ME3E,1,328
1,290801,290825,dust,0,24
1,291035,291042,dust,0,7
1,291111,291136,dust,0,25
1,291622,291758,LTR33B,1,136
1,291622,291758,LTR33B,1,136
1,291907,292009,L2,-1,102
1,291907,292009,L2,-1,102
1,292141,292278,MER65D,1,137
1,292141,292278,MER65D,1,137
1,292355,292635,MER65D,1,280
1,292355,292635,MER65D,1,280
1,292658,292774,L1M5,-1,116
1,292658,292774,L1M5,-1,116
1,292939,293597,L2a,1,658
1,292939,293597,L2a,1,658
1,293598,293794,L1ME3E,1,196
1,293598,293794,L1ME3E,1,196
1,293788,294174,L1ME3E,1,386
1,293788,294174,L1ME3E,1,386
1,294177,294666,MLT1D,1,489
1,294177,294666,MLT1D,1,489
1,294667,295706,L1ME3E,1,1039
1,294667,295706,L1ME3E,1,1039
1,295382,295434,dust,0,52
1,295838,295898,dust,0,60
1,296004,296049,dust,0,45
1,296005,296049,AT_rich,1,44
1,296097,296149,dust,0,52
1,296134,296514,THE1C,-1,380
1,296134,296514,THE1C,-1,380
1,296915,296922,dust,0,7
1,297078,297087,dust,0,9
1,297538,297674,trf,0,136
1,297539,297674,dust,0,135
1,297539,297674,trf,0,135
1,297539,297674,(TA)n,1,135
1,297809,297956,AluYc,-1,147
1,297809,297823,dust,0,14
1,297809,297956,AluYc,-1,147
1,297969,347968,dust,0,49999
1,348443,348942,MER92-int,1,499
1,348443,348942,MER92-int,1,499
1,349009,349178,MER31-int,1,169
1,349009,349178,MER31-int,1,169
1,349179,349478,AluY,1,299
1,349179,349479,AluY,1,300
1,349459,349479,trf,0,20
1,349479,349505,MER31-int,1,26
1,349480,349505,MER31-int,1,25
1,349510,349701,AluJb,1,191
1,349510,349701,AluJb,1,191
1,349694,349701,dust,0,7
1,349705,349814,MER31-int,1,109
1,349705,349814,MER31-int,1,109
1,349855,349939,MER34A,1,84
1,349855,349939,MER34A,1,84
1,349942,350350,L1MC3,1,408
1,349942,350350,L1MC3,1,408
1,350351,350790,MSTA1,1,439
1,350351,350790,MSTA1,1,439
1,350791,352148,L1MC3,1,1357
1,350791,352148,L1MC3,1,1357
1,351337,351381,dust,0,44
1,352086,352096,dust,0,10
1,352110,352160,dust,0,50
1,353014,353455,MER4A1,1,441
1,353014,353455,MER4A1,1,441
1,354149,354322,(CCCTAA)n,1,173
1,354569,354964,MLT1I,1,395
1,354569,354964,MLT1I,1,395
1,354674,354682,dust,0,8
1,355477,355579,L1M5,-1,102
1,355477,355579,L1M5,-1,102
1,355611,355994,L1MD,-1,383
1,355611,355994,L1MD,-1,383
1,356054,356223,MLT1H2,1,169
1,356054,356223,MLT1H2,1,169
1,356243,356397,trf,0,154
1,356402,356535,MLT1H2,1,133
1,356402,356535,MLT1H2,1,133
1,356880,357175,AluY,1,295
1,356880,357175,AluY,1,295
1,357160,357175,dust,0,15
1,357566,357635,MER4D1,-1,69
1,357566,357635,MER4D1,-1,69
1,357636,357784,MER4A,1,148
1,357636,357784,MER4A,1,148
1,357781,358067,MER4CL34,1,286
1,357781,358067,MER4CL34,1,286
1,358068,358859,MER4D1,-1,791
1,358068,358859,MER4D1,-1,791
1,358946,359031,MIRb,1,85
1,358946,359031,MIRb,1,85
1,359293,359355,dust,0,62
1,359295,359355,C-rich,1,60
1,359691,359844,Charlie30a,-1,153
1,359691,359844,Charlie30a,-1,153
1,359697,359711,dust,0,14
1,360031,360064,dust,0,33
1,360031,360091,(CA)n,1,60
1,360089,360138,trf,0,49
1,360231,360495,MER31B,1,264
1,360231,360495,MER31B,1,264
1,360496,360784,AluJr,-1,288
1,360496,360513,dust,0,17
1,360496,360784,AluJr,-1,288
1,360789,360816,trf,0,27
1,360800,361618,L1MA4,1,818
1,360800,361618,L1MA4,1,818
1,361604,362236,trf,0,632
1,361619,361922,AluSx3,1,303
1,361619,361922,AluSx3,1,303
1,361899,361922,dust,0,23
1,361926,362238,AluSc,1,312
1,361926,362238,AluSc,1,312
1,362214,362238,dust,0,24
1,362239,362920,L1MA4,1,681
1,362239,362920,L1MA4,1,681
1,362986,363108,AluJb,1,122
1,362986,363108,AluJb,1,122
1,363090,363143,dust,0,53
1,364053,364106,trf,0,53
1,364336,364425,Charlie9,-1,89
1,364336,364425,Charlie9,-1,89
1,364859,365032,MIR3,-1,173
1,364859,365032,MIR3,-1,173
1,365405,365585,L1M5,-1,180
1,365405,365585,L1M5,-1,180
1,365676,366144,Ricksha_0,1,468
1,365676,366144,Ricksha_0,1,468
1,365733,365772,trf,0,39
1,366256,366350,MIRb,1,94
1,366256,366350,MIRb,1,94
1,366444,366553,trf,0,109
1,366599,366662,Tigger4b,1,63
1,366599,366662,Tigger4b,1,63
1,366947,367109,Charlie20a,1,162
1,366947,367109,Charlie20a,1,162
1,367113,367269,(CATATA)n,1,156
1,367184,367305,trf,0,121
1,367216,367394,(CA)n,1,178
1,367227,367289,dust,0,62
1,367245,367460,trf,0,215
1,367245,367460,trf,0,215
1,367349,367782,trf,0,433
1,367350,367483,(CATATA)n,1,133
1,367398,367561,trf,0,163
1,367428,367482,dust,0,54
1,367430,367930,(CA)n,1,500
1,367524,367752,trf,0,228
1,367611,367672,dust,0,61
1,367611,367662,trf,0,51
1,367611,367671,trf,0,60
1,367627,367850,trf,0,223
1,367654,367756,trf,0,102
1,367697,367963,trf,0,266
1,367697,367966,trf,0,269
1,367830,367965,(CATATA)n,1,135
1,367867,367930,dust,0,63
1,367999,368089,dust,0,90
1,367999,368050,trf,0,51
1,368000,368099,trf,0,99
1,368000,368165,(CA)n,1,165
1,368212,368313,Charlie20a,1,101
1,368212,368313,Charlie20a,1,101
1,368314,368609,AluSx1,-1,295
1,368314,368609,AluSx1,-1,295
1,368323,368330,dust,0,7
1,368621,368650,AT_rich,1,29
1,368638,368651,dust,0,13
1,368651,368780,L1MD3,-1,129
1,368651,368780,L1MD3,-1,129
1,368748,370063,trf,0,1315
1,370064,370626,L1MD3,-1,562
1,370064,370626,L1MD3,-1,562
1,370613,370656,dust,0,43
1,370613,370656,trf,0,43
1,370613,370656,trf,0,43
1,370614,370655,trf,0,41
1,370627,370933,AluSq,-1,306
1,370627,370933,AluSq,-1,306
1,370934,371004,L1MD3,-1,70
1,370934,371004,L1MD3,-1,70
1,371006,371038,dust,0,32
1,371009,371186,AluYf1,-1,177
1,371009,371037,trf,0,28
1,371009,371186,AluYf1,-1,177
1,371198,371751,L1MD3,-1,553
1,371198,371274,L1MD3,-1,76
1,371275,371314,dust,0,39
1,371275,371314,trf,0,39
1,371275,371314,(TG)n,1,39
1,371315,371751,L1MD3,-1,436
1,371669,372395,trf,0,726
1,371827,371903,L1MC4a,-1,76
1,371827,371903,L1MC4a,-1,76
1,371985,372067,L1MC4a,-1,82
1,371985,372067,L1MC4a,-1,82
1,372064,372146,L1MC4a,-1,82
1,372064,372146,L1MC4a,-1,82
1,372283,372922,trf,0,639
1,372362,372499,trf,0,137
1,372384,372411,dust,0,27
1,372414,372761,trf,0,347
1,372438,372463,dust,0,25
1,372442,372566,L1MC4a,-1,124
1,372442,372566,L1MC4a,-1,124
1,372545,372922,trf,0,377
1,372568,372594,dust,0,26
1,372573,372697,L1MC4a,-1,124
1,372573,372697,L1MC4a,-1,124
1,372676,372813,trf,0,137
1,372699,372777,dust,0,78
1,372756,372880,L1MC4a,-1,124
1,372756,372880,L1MC4a,-1,124
1,372882,372908,dust,0,26
1,372920,373494,L1MC4a,-1,574
1,372920,373494,L1MC4a,-1,574
1,373555,373562,dust,0,7
1,373843,373935,trf,0,92
1,373910,374159,C-rich,1,249
1,373937,374185,dust,0,248
1,373937,374159,trf,0,222
1,373974,374164,trf,0,190
1,373974,374164,trf,0,190
1,374632,375244,MER39B,-1,612
1,374632,375244,MER39B,-1,612
1,375560,375623,dust,0,63
1,375923,376219,AluY,1,296
1,375923,376219,AluY,1,296
1,376202,376219,dust,0,17
1,376484,377225,L1ME1,1,741
1,376484,377225,L1ME1,1,741
1,377415,377536,L1ME1,1,121
1,377415,377536,L1ME1,1,121
1,377587,377597,dust,0,10
1,378324,378450,trf,0,126
1,378324,378458,trf,0,134
1,378346,378451,trf,0,105
1,378493,378518,trf,0,25
1,379080,379127,dust,0,47
1,379080,379128,GA-rich,1,48
1,379452,379733,(TCTA)n,1,281
1,379577,379640,dust,0,63
1,381155,381699,trf,0,544
1,382218,382327,dust,0,109
1,382219,382393,(TG)n,1,174
1,382245,382632,trf,0,387
1,382521,382581,dust,0,60
1,382585,382648,dust,0,63
1,382721,382986,AluJr4,1,265
1,382721,382986,AluJr4,1,265
1,382977,383031,dust,0,54
1,382987,383050,AT_rich,1,63
1,383231,383530,AluSq2,1,299
1,383231,383530,AluSq2,1,299
1,383514,383530,dust,0,16
1,384836,385135,AluSx1,1,299
1,384836,385135,AluSx1,1,299
1,386049,386137,MLT1K,1,88
1,386049,386137,MLT1K,1,88
1,386143,386800,LTR9B,1,657
1,386143,386800,LTR9B,1,657
1,386902,387072,MLT1K,1,170
1,386902,387072,MLT1K,1,170
1,387218,387399,MER5A,-1,181
1,387218,387399,MER5A,-1,181
1,387652,387842,MIRb,-1,190
1,387652,387842,MIRb,-1,190
1,388085,388433,MER4E1,1,348
1,388085,388433,MER4E1,1,348
1,388102,388112,dust,0,10
1,388434,388732,AluSg4,-1,298
1,388434,388732,AluSg4,-1,298
1,388438,388446,dust,0,8
1,388733,389154,MER4E1,1,421
1,388733,389154,MER4E1,1,421
1,389326,389564,L2c,-1,238
1,389326,389564,L2c,-1,238
1,389994,390204,L1M5,-1,210
1,389994,390204,L1M5,-1,210
1,390335,390538,MIRc,-1,203
1,390335,390538,MIRc,-1,203
1,390636,390706,Charlie4z,-1,70
1,390636,390706,Charlie4z,-1,70
1,390708,391164,MLT1E3,1,456
1,390708,391164,MLT1E3,1,456
1,391313,391477,AluJo,1,164
1,391313,391477,AluJo,1,164
1,391464,391477,dust,0,13
1,392722,392812,MIRb,1,90
1,392722,392812,MIRb,1,90
1,393038,393205,MER5B,-1,167
1,393038,393205,MER5B,-1,167
1,393782,393807,dust,0,25
1,393782,393807,trf,0,25
1,393782,393807,(TG)n,1,25
1,394383,394537,L2a,1,154
1,394383,394537,L2a,1,154
1,394542,394646,trf,0,104
1,394542,394616,G-rich,1,74
1,394543,394646,dust,0,103
1,394618,394812,MIRb,1,194
1,394618,394812,MIRb,1,194
1,395273,395717,LTR37B,-1,444
1,395273,395717,LTR37B,-1,444
1,395719,396012,AluSq,-1,293
1,395719,395728,dust,0,9
1,395719,396012,AluSq,-1,293
1,396115,396269,MLT1O,-1,154
1,396115,396269,MLT1O,-1,154
1,396629,396685,AluSz6,-1,56
1,396629,396646,dust,0,17
1,396629,396685,AluSz6,-1,56
1,396699,396748,MSTA,1,49
1,396699,396748,MSTA,1,49
1,396745,396776,trf,0,31
1,396749,397059,AluSg,-1,310
1,396749,396776,dust,0,27
1,396749,396901,AluSx,-1,152
1,396902,396941,dust,0,39
1,396902,396941,trf,0,39
1,396902,396941,(TG)n,1,39
1,396942,397059,AluSx,-1,117
1,397060,397123,MSTA,1,63
1,397060,397123,MSTA,1,63
1,397124,397271,MIRb,1,147
1,397124,397271,MIRb,1,147
1,397525,397647,L2c,1,122
1,397525,397647,L2c,1,122
1,398052,398091,trf,0,39
1,398306,398476,MIRb,-1,170
1,398306,398476,MIRb,-1,170
1,399228,399346,MER103C,-1,118
1,399228,399346,MER103C,-1,118
1,399404,399464,MER103C,-1,60
1,399404,399464,MER103C,-1,60
1,399638,399782,MIRb,-1,144
1,399638,399782,MIRb,-1,144
1,399791,400104,LTR39,-1,313
1,399791,400104,LTR39,-1,313
1,400105,400403,AluSz6,1,298
1,400105,400403,AluSz6,1,298
1,400404,400705,LTR39,-1,301
1,400404,400705,LTR39,-1,301
1,400701,400715,dust,0,14
1,400706,400825,L1PA4,-1,119
1,400706,400825,L1PA4,-1,119
1,400826,400969,LTR39,-1,143
1,400826,400969,LTR39,-1,143
1,401461,401662,L2a,-1,201
1,401461,401662,L2a,-1,201
1,401719,401726,dust,0,7
1,401982,402263,AluSg,1,281
1,401982,402263,AluSg,1,281
1,402263,402288,dust,0,25
1,402264,402288,trf,0,24
1,402264,402288,(TAAA)n,1,24
1,402481,402608,LTR33,1,127
1,402481,402608,LTR33,1,127
1,402902,403133,MIR,1,231
1,402902,403133,MIR,1,231
1,403014,403030,dust,0,16
1,403509,403771,L5,1,262
1,403509,403771,L5,1,262
1,403884,404080,L2,1,196
1,403884,404080,L2,1,196
1,404081,404370,AluSc,-1,289
1,404081,404092,dust,0,11
1,404081,404370,AluSc,-1,289
1,404371,404722,L2,1,351
1,404371,404722,L2,1,351
1,404864,405149,MLT1H,-1,285
1,404864,405149,MLT1H,-1,285
1,405087,405094,dust,0,7
1,405150,405469,AluY,-1,319
1,405150,405178,dust,0,28
1,405150,405178,trf,0,28
1,405150,405469,AluY,-1,319
1,405328,405351,dust,0,23
1,405470,405515,MLT1H,-1,45
1,405470,405515,MLT1H,-1,45
1,405980,406010,(CAA)n,1,30
1,406053,406134,L1ME4a,-1,81
1,406053,406134,L1ME4a,-1,81
1,407439,407507,dust,0,68
1,407453,407507,(TG)n,1,54
1,407977,407984,dust,0,7
1,408239,408396,MLT1I,1,157
1,408239,408396,MLT1I,1,157
1,408460,408522,MLT1I,1,62
1,408460,408522,MLT1I,1,62
1,409435,409515,dust,0,80
1,409437,409471,trf,0,34
1,409437,409471,(TTTA)n,1,34
1,409471,409515,trf,0,44
1,409487,409796,AluSg4,-1,309
1,409487,409796,AluSg4,-1,309
1,410123,410195,L3,1,72
1,410123,410195,L3,1,72
1,410284,410691,MamRep605,-1,407
1,410284,410691,MamRep605,-1,407
1,410743,410821,MamRep605,-1,78
1,410743,410821,MamRep605,-1,78
1,411459,411758,AluSz,1,299
1,411459,411758,AluSz,1,299
1,411739,411754,dust,0,15
1,411816,412098,AluJr,1,282
1,411816,412098,AluJr,1,282
1,411919,411927,dust,0,8
1,412082,412098,dust,0,16
1,412127,412229,L1M5,1,102
1,412127,412229,L1M5,1,102
1,412230,412530,AluSx,1,300
1,412230,412530,AluSx,1,300
1,412518,412560,trf,0,42
1,412531,412602,L1M5,1,71
1,412531,412602,L1M5,1,71
1,412956,413017,MIRb,-1,61
1,412956,413017,MIRb,-1,61
1,413052,413109,trf,0,57
1,413063,413136,trf,0,73
1,413073,413109,trf,0,36
1,413113,413249,MIRb,-1,136
1,413113,413249,MIRb,-1,136
1,413252,413445,L3,1,193
1,413252,413445,L3,1,193
1,413429,413439,dust,0,10
1,413446,413752,AluSx3,1,306
1,413446,413757,AluSx,1,311
1,413725,413757,dust,0,32
1,413727,413750,trf,0,23
1,413753,413827,L3,1,74
1,413758,413827,L3,1,69
1,413845,413936,LTR33,-1,91
1,413845,413937,LTR33,-1,92
1,413938,414086,MSTB1,1,148
1,413938,414086,MSTB1,1,148
1,414087,414378,AluSq,-1,291
1,414087,414099,dust,0,12
1,414087,414378,AluSq,-1,291
1,414379,414634,MSTB1,1,255
1,414379,414629,MSTB1,1,250
1,414630,414675,dust,0,45
1,414630,414675,trf,0,45
1,414630,414678,(CA)n,1,48
1,414679,414694,MSTB1,1,15
1,414695,414733,LTR33,-1,38
1,414817,414985,LTR33,-1,168
1,414817,414985,LTR33,-1,168
1,414997,415262,L3,1,265
1,414997,415262,L3,1,265
1,415315,415772,Tigger5,1,457
1,415315,415772,Tigger5,1,457
1,415775,416346,L1M5,1,571
1,415775,416346,L1M5,1,571
1,415920,415976,dust,0,56
1,416213,416230,dust,0,17
1,416361,417885,L1M4,1,1524
1,416361,417872,L1M4,1,1511
1,416701,416723,dust,0,22
1,417589,417763,trf,0,174
1,417870,418053,dust,0,183
1,417873,418051,trf,0,178
1,417873,418051,(GAAA)n,1,178
1,418047,419710,L1M4,1,1663
1,418052,419710,L1M4,1,1658
1,418108,418116,dust,0,8
1,419710,419997,L1M4,1,287
1,419710,419997,L1M4,1,287
1,419729,419736,dust,0,7
1,419816,419823,dust,0,7
1,420040,420612,L1MC5a,1,572
1,420040,420612,L1MC5a,1,572
1,420649,420686,AT_rich,1,37
1,420830,421093,HAL1M8,1,263
1,420830,421093,HAL1M8,1,263
1,421216,421392,L1ME3B,1,176
